model_id,mae,mean_residual_deviance,rmse,mse,rmsle
DeepLearning_grid__3_AutoML_20200718_201859_model_8,0.2547152058481673,0.1716703401838797,0.4143311962474943,0.1716703401838797,0.15665600489863996
DeepLearning_grid__1_AutoML_20200718_201859_model_46,0.25662846012260204,0.20116839354316168,0.4485179968999702,0.20116839354316168,0.1585403084976152
DeepLearning_grid__1_AutoML_20200718_201859_model_10,0.2588017439900746,0.19034043482278995,0.4362802251108683,0.19034043482278995,0.17344447373411162
DeepLearning_grid__1_AutoML_20200718_201859_model_25,0.26070511351364445,0.19614660805581285,0.4428844183935723,0.19614660805581285,0.16059921016226647
DeepLearning_grid__3_AutoML_20200718_201859_model_7,0.2623392875840595,0.18354503283615176,0.4284215597237746,0.18354503283615176,0.14793310334123294
DeepLearning_grid__1_AutoML_20200718_201859_model_38,0.2627478748984496,0.2030210255789424,0.4505785454046191,0.2030210255789424,0.1580457343808536
DeepLearning_grid__1_AutoML_20200718_201859_model_7,0.2641099621845405,0.1964831409405824,0.4432641886511727,0.1964831409405824,0.1596039030452309
DeepLearning_grid__3_AutoML_20200718_201859_model_38,0.2687021111276918,0.2053917575973428,0.4532016743099509,0.2053917575973428,0.15535491704938306
DeepLearning_grid__2_AutoML_20200718_201859_model_10,0.2690002641278076,0.2068293002596774,0.4547848944937347,0.2068293002596774,0.16469412969779848
DeepLearning_grid__1_AutoML_20200718_201859_model_36,0.269417483253977,0.1943360942964278,0.4408356772045881,0.1943360942964278,0.16404994391152528
DeepLearning_grid__3_AutoML_20200718_201859_model_10,0.26943750933714794,0.1751032827000607,0.4184534414962562,0.1751032827000607,0.15874298674147305
DeepLearning_grid__1_AutoML_20200718_201859_model_43,0.2695395471113223,0.20311797335201104,0.4506861139995452,0.20311797335201104,0.1631656675089421
DeepLearning_grid__1_AutoML_20200718_201859_model_30,0.2701412356240389,0.20604540515512945,0.4539222457151989,0.20604540515512945,0.16496913947100214
DeepLearning_grid__2_AutoML_20200718_201859_model_12,0.27083814473076084,0.21650488089124106,0.4653008498716084,0.21650488089124106,0.17009856160344045
DeepLearning_grid__2_AutoML_20200718_201859_model_7,0.2718198284603713,0.190919594037342,0.4369434677819797,0.190919594037342,0.15785126585493278
DeepLearning_grid__1_AutoML_20200718_201859_model_3,0.2720822599568124,0.20692093415999008,0.4548856275592691,0.20692093415999008,0.1644454026119439
DeepLearning_grid__3_AutoML_20200718_201859_model_36,0.2737356382485224,0.23510004388900455,0.4848711621544475,0.23510004388900455,0.16142385833344164
DeepLearning_grid__3_AutoML_20200718_201859_model_41,0.2739963291379376,0.2023506627021154,0.4498340390656485,0.2023506627021154,0.16482331381162407
DeepLearning_grid__1_AutoML_20200718_201859_model_32,0.2765231607748743,0.20521494957493133,0.4530065668121505,0.20521494957493133,0.16302019556682049
DeepLearning_grid__1_AutoML_20200718_201859_model_44,0.2771314335889695,0.2138450557876039,0.4624338393625664,0.2138450557876039,0.16344439721254006
DeepLearning_grid__3_AutoML_20200718_201859_model_32,0.27802903946807256,0.2306062799777387,0.4802148269032712,0.2306062799777387,0.16444142134721873
DeepLearning_grid__3_AutoML_20200718_201859_model_16,0.2801693607464061,0.1753483314901416,0.41874614206000943,0.1753483314901416,0.15703937494974676
DeepLearning_grid__1_AutoML_20200718_201859_model_41,0.2807520103484344,0.21411463966823385,0.4627252312855156,0.21411463966823385,0.17057643280743015
DeepLearning_grid__1_AutoML_20200718_201859_model_33,0.2817857120581235,0.21254476078874707,0.4610257702002645,0.21254476078874707,0.1707757368093911
DeepLearning_grid__3_AutoML_20200718_201859_model_20,0.2830399599573947,0.18861620158016948,0.43429966794849095,0.18861620158016948,0.16747427204010176
DeepLearning_grid__1_AutoML_20200718_201859_model_1,0.2833250726730103,0.2169063748908692,0.4657320848845065,0.2169063748908692,0.1643295805802974
DeepLearning_grid__3_AutoML_20200718_201859_model_22,0.28372351056233314,0.2320964975553593,0.4817639438099942,0.2320964975553593,0.17283127250577512
