model_id,mean_per_class_error,logloss,rmse,mse
DeepLearning_grid__1_AutoML_20200720_182356_model_2,0.18648809444261985,0.5574777577527934,0.3740020854181752,0.13987755989714398
DeepLearning_grid__2_AutoML_20200720_182356_model_2,0.1886602504337291,0.5350152664376716,0.3757646710257881,0.14119908799111874
DeepLearning_grid__3_AutoML_20200720_182356_model_2,0.19142708306838868,0.5433214882311557,0.3841248904455883,0.1475519314598352
DeepLearning_grid__1_AutoML_20200720_182356_model_5,0.19264686175090773,0.5909061568654349,0.38770955330272905,0.1503186977222017
DeepLearning_grid__1_AutoML_20200720_182356_model_1,0.1962093096613806,0.5482759105603304,0.3784458586788357,0.1432212679511613
DeepLearning_grid__2_AutoML_20200720_182356_model_1,0.22431979460845025,0.5649774207942675,0.3968912131441629,0.1575226350710453
DeepLearning_grid__3_AutoML_20200720_182356_model_1,0.22594481772599256,0.5158158154729715,0.39952608733288497,0.15962109445952402
DeepLearning_grid__1_AutoML_20200720_182356_model_3,0.2306988152055569,0.6241413379154757,0.4256861006944343,0.1812086563244321
DeepLearning_grid__1_AutoML_20200720_182356_model_6,0.2319269964180204,0.6291572248367708,0.4118614932529347,0.1696298896245372
DeepLearning_grid__1_AutoML_20200720_182356_model_7,0.23492515920850465,0.6056985023812302,0.4138941303169679,0.17130835111083914
DeepLearning_grid__2_AutoML_20200720_182356_model_3,0.2359062775574499,0.6831521568451876,0.4284575586277146,0.18357587954522156
DeepLearning_grid__3_AutoML_20200720_182356_model_3,0.2430656102794065,0.5995330743554781,0.4260183707412538,0.18149165220903246
DeepLearning_grid__1_AutoML_20200720_182356_model_4,0.24997089714662865,0.9946833430171108,0.4621736855450512,0.21360451561029584
DeepLearning_grid__1_AutoML_20200720_182356_model_8,0.2825731459669488,1.2611187484763942,0.4986622526319517,0.2486640421999725
DeepLearning_grid__2_AutoML_20200720_182356_model_4,0.30437409458217185,1.3483676409351977,0.5180127221569845,0.2683371803164892
DeepLearning_1_AutoML_20200720_182356,0.3237539429150822,0.7603467909138918,0.5017934384123084,0.2517966548336471
