,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,weighted_ensemble_k0_l1,0.276918938791098,0.14904475212097168,20.221691846847534,0.003010272979736328,1.7603788375854492,1,True
1,CatboostClassifier_STACKER_l0,0.2755753180561773,0.037636756896972656,5.607266187667847,0.037636756896972656,5.607266187667847,0,True
2,LightGBMClassifier_STACKER_l0,0.24272701851769127,0.028929710388183594,6.2350170612335205,0.028929710388183594,6.2350170612335205,0,True
3,LightGBMClassifierCustom_STACKER_l0,0.23195549501514634,0.03941488265991211,15.18993353843689,0.03941488265991211,15.18993353843689,0,True
4,NeuralNetClassifier_STACKER_l0,0.22486378082102731,0.1083977222442627,12.854046821594238,0.1083977222442627,12.854046821594238,0,True
5,ExtraTreesClassifierEntr_STACKER_l0,0.20483290230579368,1.1536548137664795,5.4251532554626465,1.1536548137664795,5.4251532554626465,0,True
6,ExtraTreesClassifierGini_STACKER_l0,0.20349747958430353,1.3047223091125488,5.1792473793029785,1.3047223091125488,5.1792473793029785,0,True
7,KNeighborsClassifierDist_STACKER_l0,0.20183730626902663,0.6583349704742432,0.10381770133972168,0.6583349704742432,0.10381770133972168,0,True
8,KNeighborsClassifierUnif_STACKER_l0,0.1896971209096051,0.6601369380950928,0.09846973419189453,0.6601369380950928,0.09846973419189453,0,True
9,RandomForestClassifierEntr_STACKER_l0,0.18790314474378264,1.1527082920074463,6.525405406951904,1.1527082920074463,6.525405406951904,0,True
10,RandomForestClassifierGini_STACKER_l0,0.18121213791610158,1.142991542816162,6.3155059814453125,1.142991542816162,6.3155059814453125,0,True
