model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
DeepLearning_grid__1_AutoML_20200719_174911_model_32,0.7823074321960776,0.6358975007551022,0.8875933610255593,0.3954257130197523,0.4356599860156825,0.1897996234151846
DeepLearning_grid__1_AutoML_20200719_174911_model_38,0.7731250437256594,0.7027276957694539,0.8804595553909311,0.3286070753946969,0.4399630939234889,0.1935675240147287
DeepLearning_grid__3_AutoML_20200719_174911_model_7,0.7717782934166648,0.5224542343698821,0.8792522079261339,0.3817424966768499,0.4160447745669448,0.17309325444445992
DeepLearning_grid__1_AutoML_20200719_174911_model_7,0.7661901541475246,0.6606991918698685,0.8690644433147109,0.4414950677456216,0.4354778644754399,0.18964097044808956
DeepLearning_grid__2_AutoML_20200719_174911_model_7,0.7636686411231081,0.5766130485648777,0.8758187420615354,0.4383060096546256,0.43009873328493065,0.1849849203733019
DeepLearning_grid__3_AutoML_20200719_174911_model_2,0.7617155616706701,0.5553459902835342,0.8657872261919966,0.35962314311699817,0.4258616498113385,0.1813581447800351
DeepLearning_grid__2_AutoML_20200719_174911_model_24,0.7597362468226021,0.5310417376922284,0.8824507880415646,0.3811769781488305,0.4229390577841901,0.17887744659937846
DeepLearning_grid__1_AutoML_20200719_174911_model_30,0.759398101723374,0.7467851469825622,0.8719070657320607,0.40249760966395376,0.4546190050333155,0.20667843973748176
DeepLearning_grid__1_AutoML_20200719_174911_model_33,0.7586897460413703,0.7237286605605439,0.8699061685480144,0.3955423147781069,0.4499815747107664,0.20248341757918106
DeepLearning_grid__1_AutoML_20200719_174911_model_39,0.7549409995102726,0.6872961624286309,0.8550804159794154,0.3808271728737669,0.434258539149052,0.1885804788238687
DeepLearning_grid__3_AutoML_20200719_174911_model_17,0.7543026048832816,0.6642803960521397,0.8700281470014717,0.4534700683286303,0.4441643832390487,0.1972819993381245
DeepLearning_grid__2_AutoML_20200719_174911_model_1,0.7537312562673445,0.5755025851551804,0.8677213425031559,0.3712541685128611,0.4315307499814056,0.18621878817951432
DeepLearning_grid__2_AutoML_20200719_174911_model_15,0.7515828688696625,0.6275235398710682,0.8549184801819443,0.3850481565262004,0.43041767854940144,0.18525937800785588
DeepLearning_grid__2_AutoML_20200719_174911_model_18,0.7510814813087381,0.7084749329764078,0.8690841094702929,0.3894965136074251,0.4485973894083925,0.2012396177840249
DeepLearning_grid__2_AutoML_20200719_174911_model_5,0.7492566637904899,0.6771907763058834,0.8566260163213606,0.4412676943168303,0.4450832946823557,0.19809913920530067
DeepLearning_grid__1_AutoML_20200719_174911_model_2,0.7463503649635036,0.8346630429249133,0.8694659509081616,0.4688673305193442,0.4622167943215089,0.21364436495285208
DeepLearning_grid__3_AutoML_20200719_174911_model_15,0.7459714092488515,0.5515517242251694,0.8593372286010186,0.4359098435204403,0.4283037613542096,0.18344411199016367
DeepLearning_grid__1_AutoML_20200719_174911_model_18,0.7424383759707096,0.8076487968507762,0.8557589343462544,0.4453720762109093,0.4631246022656479,0.21448439722371454
DeepLearning_grid__1_AutoML_20200719_174911_model_3,0.7394592010447517,0.8658853983423063,0.8589716789227649,0.39805508267064665,0.4712804263137853,0.2221052402265032
DeepLearning_grid__1_AutoML_20200719_174911_model_36,0.7389315780881976,1.369383709191679,0.8503846215166123,0.3762680441221054,0.4809053397583258,0.2312699458080708
DeepLearning_grid__2_AutoML_20200719_174911_model_14,0.7388528719013082,0.5686785105665462,0.8622093786907077,0.4470861220587206,0.4356233377845639,0.18976769242256425
DeepLearning_grid__3_AutoML_20200719_174911_model_14,0.737963783493855,0.5680186405342322,0.8592318753598237,0.4493656864345513,0.4343497935565214,0.1886597431625928
DeepLearning_grid__3_AutoML_20200719_174911_model_1,0.7368618968774049,0.5418392981373424,0.85565795343161,0.4530153214710478,0.4262049734190261,0.1816506793671128
DeepLearning_grid__1_AutoML_20200719_174911_model_14,0.7363226137450153,0.7566028180583132,0.8462443846692491,0.3907558125976539,0.4515945452550756,0.2039376333041385
DeepLearning_grid__1_AutoML_20200719_174911_model_1,0.7363196987010565,0.7447245418105765,0.8506978919351125,0.3880156712763229,0.4509482161558319,0.2033542936541269
DeepLearning_grid__3_AutoML_20200719_174911_model_3,0.7358853571511859,0.8080078309602969,0.8535528820047538,0.41002425316573776,0.4601062293213136,0.2116977422602772
DeepLearning_grid__3_AutoML_20200719_174911_model_5,0.7352965182714956,0.6284324606511748,0.8633757937420726,0.4760499988339824,0.4502209330897055,0.20269888859216506
DeepLearning_grid__1_AutoML_20200719_174911_model_25,0.7346435484247102,1.0198274703975911,0.8536491262562184,0.3833399407663067,0.4746487633818904,0.2252914485799577
DeepLearning_grid__1_AutoML_20200719_174911_model_17,0.7335678972038898,0.9640156874009048,0.8426302418607611,0.410251626594529,0.4692181526820201,0.2201656748063275
DeepLearning_grid__2_AutoML_20200719_174911_model_10,0.7335037662367948,1.1039859291236689,0.8433898187752065,0.4209731582752268,0.4780091671415593,0.2284927638713672
DeepLearning_grid__3_AutoML_20200719_174911_model_9,0.7325592919941233,0.6393961491517319,0.8519064795899465,0.43716331242275136,0.454036024215995,0.2061487112858676
DeepLearning_grid__3_AutoML_20200719_174911_model_16,0.7313437186632774,2.691510257749939,0.8366719134541536,0.3906392108392994,0.5024925263925923,0.2524987390804101
DeepLearning_grid__1_AutoML_20200719_174911_model_27,0.7310901098388564,0.7223733564359893,0.8504339431981216,0.4641916000093282,0.4575001201166156,0.2093063599067177
