model_id,mae,mean_residual_deviance,rmse,mse,rmsle
DeepLearning_grid__2_AutoML_20200717_191757_model_7,38.2446641938904,2606.9350493263887,51.058153602792856,2606.9350493263887,0.19958596057906225
DeepLearning_grid__3_AutoML_20200717_191757_model_7,38.46040067886715,2552.865455443349,50.52588896242547,2552.865455443349,0.19913338016949944
DeepLearning_grid__1_AutoML_20200717_191757_model_7,38.51676857696221,2577.428358509684,50.768379514316635,2577.428358509684,0.2001328190820528
DeepLearning_grid__1_AutoML_20200717_191757_model_30,38.96839333817633,2697.155812801062,51.93414881175065,2697.155812801062,0.2044165054732238
DeepLearning_grid__3_AutoML_20200717_191757_model_14,39.268506719007924,2808.3787778018013,52.994139089165344,2808.3787778018013,0.20700862092665012
DeepLearning_grid__3_AutoML_20200717_191757_model_1,39.36409597336851,2754.6565281410376,52.484821883483974,2754.6565281410376,0.2048783372141464
DeepLearning_grid__3_AutoML_20200717_191757_model_18,39.657142867796026,2748.1806934329447,52.42309313110917,2748.1806934329447,0.2070913454114673
DeepLearning_grid__1_AutoML_20200717_191757_model_9,39.927302831222775,2704.1365249178148,52.00131272302474,2704.1365249178148,0.2051761834422442
DeepLearning_grid__1_AutoML_20200717_191757_model_22,40.01012941178863,2798.7682987415446,52.903386458161116,2798.7682987415446,0.20840292785937808
DeepLearning_grid__3_AutoML_20200717_191757_model_17,40.06275449763113,2810.7178308788043,53.016203474775565,2810.7178308788043,0.21084648325057231
DeepLearning_grid__2_AutoML_20200717_191757_model_1,40.194955258029694,2885.652809091169,53.718272581042385,2885.652809091169,0.20925849681289396
DeepLearning_grid__2_AutoML_20200717_191757_model_5,40.29103525452054,2853.7716548966227,53.42070436541082,2853.7716548966227,0.2086793320163632
DeepLearning_grid__3_AutoML_20200717_191757_model_6,40.37128034008008,2704.181809650704,52.001748140333746,2704.181809650704,0.20705156419963405
DeepLearning_grid__3_AutoML_20200717_191757_model_9,40.426185364580476,2894.5198948534685,53.800742512101706,2894.5198948534685,0.21175136312645548
DeepLearning_grid__3_AutoML_20200717_191757_model_16,40.494445029837166,2821.0740695500044,53.11378417652054,2821.0740695500044,0.20876232227632951
DeepLearning_grid__3_AutoML_20200717_191757_model_4,40.51111091246342,2816.379985154505,53.06957683225395,2816.379985154505,0.21040941125313856
DeepLearning_grid__1_AutoML_20200717_191757_model_14,40.53312761559311,2812.8540527067385,53.03634652487611,2812.8540527067385,0.20856295032814487
DeepLearning_grid__3_AutoML_20200717_191757_model_2,40.55776285744531,2981.6379390842985,54.60437655613604,2981.6379390842985,0.21137859804627016
DeepLearning_grid__1_AutoML_20200717_191757_model_1,40.71961260416525,2906.230343140483,53.90946431880475,2906.230343140483,0.21241541953803345
DeepLearning_grid__1_AutoML_20200717_191757_model_5,40.76512804741808,2740.989763350664,52.35446268801414,2740.989763350664,0.20716705111462905
DeepLearning_grid__1_AutoML_20200717_191757_model_27,40.79948028699316,2955.321990106914,54.36287326941903,2955.321990106914,0.21394078560930266
DeepLearning_grid__3_AutoML_20200717_191757_model_3,40.94058472657678,2849.795966532818,53.383480277449294,2849.795966532818,0.2089049646892011
DeepLearning_grid__3_AutoML_20200717_191757_model_15,40.996971485179635,2834.2068994035008,53.23726983423831,2834.2068994035008,0.2109252613127565
DeepLearning_grid__2_AutoML_20200717_191757_model_13,41.199238665238106,2828.421744666839,53.18290838856821,2828.421744666839,0.2117761357156777
DeepLearning_1_AutoML_20200717_191757,41.20379597080977,3005.878741284801,54.82589480605676,3005.878741284801,0.21578307137216265
DeepLearning_grid__2_AutoML_20200717_191757_model_9,41.594615047513315,2865.7832063056785,53.533010435671166,2865.7832063056785,0.2121057538905509
DeepLearning_grid__2_AutoML_20200717_191757_model_6,41.758656045636656,3089.7432810945143,55.58545925954479,3089.7432810945143,0.22131029441909866
DeepLearning_grid__3_AutoML_20200717_191757_model_5,41.760609474918304,3080.528385110115,55.50250791730149,3080.528385110115,0.21866666370859816
DeepLearning_grid__2_AutoML_20200717_191757_model_2,41.76438695007957,3002.4781895983006,54.79487375291872,3002.4781895983006,0.21555981274560454
DeepLearning_grid__1_AutoML_20200717_191757_model_3,41.82363431171459,3010.1640975544105,54.864962385427816,3010.1640975544105,0.21617050287202785
DeepLearning_grid__1_AutoML_20200717_191757_model_17,42.18211080886656,3117.965608020977,55.83874647608933,3117.965608020977,0.21797933267080905
DeepLearning_grid__2_AutoML_20200717_191757_model_4,42.30258822200696,2924.539000117784,54.07900701859996,2924.539000117784,0.2164841713634432
DeepLearning_grid__3_AutoML_20200717_191757_model_12,42.406629710550135,3046.448661892743,55.194643416664476,3046.448661892743,0.2183665733750222
DeepLearning_grid__1_AutoML_20200717_191757_model_28,42.63374208289538,3101.4840334825158,55.6909690477955,3101.4840334825158,0.22144278821851915
DeepLearning_grid__1_AutoML_20200717_191757_model_29,42.78562549388465,3226.706137121427,56.8041031715265,3226.706137121427,0.23010974573902696
DeepLearning_grid__1_AutoML_20200717_191757_model_10,42.83387331106213,3079.376550711417,55.492130529575256,3079.376550711417,0.2203194593869179
DeepLearning_grid__1_AutoML_20200717_191757_model_16,43.06757033749653,3431.4211335607893,58.578333311564855,3431.4211335607893,0.232570766771726
DeepLearning_grid__3_AutoML_20200717_191757_model_10,43.09937613718528,3075.9261732055793,55.461032925880296,3075.9261732055793,0.22167884808841665
DeepLearning_grid__2_AutoML_20200717_191757_model_11,43.170647825366146,3629.290646683479,60.24359423775676,3629.290646683479,0.2379382726177309
