model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
XGBoost_grid__1_AutoML_20200728_123521_model_6,0.8246581670362159,0.4872827445594571,0.6961752221274433,0.2346452328159645,0.4002149280739665,0.16017198865325027
XGBoost_grid__1_AutoML_20200728_123521_model_4,0.8236326681448632,0.5045978382636407,0.6734674718532031,0.2434543606799704,0.4060246931354267,0.1648560514357174
XGBoost_1_AutoML_20200728_123521,0.8214939024390243,0.5044439199277594,0.6710027988454565,0.2431864375461936,0.4075976118847317,0.1661358132141364
XGBoost_grid__1_AutoML_20200728_123521_model_3,0.821359940872136,0.4951109891438376,0.685427256192542,0.2491685144124169,0.4061800402780143,0.16498222512024938
XGBoost_grid__1_AutoML_20200728_123521_model_7,0.8201311899482631,0.4939003924668246,0.6876049930519983,0.24745011086474505,0.4046856050799544,0.16377043895892884
XGBoost_grid__1_AutoML_20200728_123521_model_1,0.8188562453806356,0.4929497092834733,0.6840681790031127,0.24922856614929784,0.4042031619879068,0.16338019616102206
XGBoost_2_AutoML_20200728_123521,0.8178815594974131,0.4960376737847253,0.6802382973625635,0.2557834441980784,0.4063625476174017,0.16513052010610502
XGBoost_grid__1_AutoML_20200728_123521_model_2,0.8144401330376941,0.5039797978045201,0.6746504699578197,0.25436991869918696,0.4092482161170639,0.16748410239499906
XGBoost_grid__1_AutoML_20200728_123521_model_5,0.8142091648189209,0.4984383906542741,0.6705414207579724,0.2525545084996305,0.405725176106359,0.16461291852653606
XGBoost_3_AutoML_20200728_123521,0.8130728011825573,0.5263505453028449,0.6752515365569992,0.25289634146341466,0.41308641544863867,0.1706403866282053
