model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
GBM_grid__1_AutoML_20200713_173920_model_107,0.9284790442849912,0.1502763884817436,0.8786594447044296,0.11472617106419924,0.1871693277621919,0.03503235725495082
GBM_grid__1_AutoML_20200713_173920_model_136,0.9284488478541688,0.17006666144837196,0.8645005638487673,0.10906464427591188,0.20606439328493692,0.04246253417988917
GBM_grid__1_AutoML_20200713_173920_model_161,0.9279624623912572,0.15748905354622614,0.8758107680182922,0.10582714103840864,0.19417266420979096,0.03770302352632824
GBM_grid__1_AutoML_20200713_173920_model_16,0.9276872492834934,0.15013356304501754,0.880742528161329,0.11224925309432353,0.18626555675706635,0.034694857634019895
GBM_grid__1_AutoML_20200713_173920_model_118,0.9275204596018368,0.16778200064263046,0.8652074456491107,0.1299761792719539,0.2043455599445663,0.04175710786905834
GBM_grid__1_AutoML_20200713_173920_model_26,0.9272286283240899,0.15440467457282794,0.8777523019868568,0.12125042406732547,0.18942841577222427,0.03588312470197467
GBM_grid__1_AutoML_20200713_173920_model_151,0.927004283029322,0.1607304345311645,0.8743411219971147,0.11092689261703348,0.19682924434727125,0.0387417514303178
GBM_grid__1_AutoML_20200713_173920_model_68,0.9263819122974052,0.15469889627845834,0.8759401679081343,0.1123623377144504,0.1926721126597944,0.037122542996788514
GBM_grid__1_AutoML_20200713_173920_model_20,0.9262246476643972,0.14743612306617793,0.8805666720918138,0.1119847809988655,0.18660208288758734,0.03482033733798603
GBM_grid__1_AutoML_20200713_173920_model_58,0.9260967688197737,0.15804000609991334,0.8763942986437271,0.10714402967924096,0.19301342854263007,0.03725418359778097
GBM_4_AutoML_20200713_173920,0.926064343122246,0.15241690013860631,0.8806188757622554,0.1136901700281982,0.1857563933763943,0.034505437680205746
GBM_grid__1_AutoML_20200713_173920_model_141,0.9260144886122976,0.15133449308397146,0.8774091930560056,0.11485567119369935,0.1891346097760504,0.03577190061513885
GBM_grid__1_AutoML_20200713_173920_model_3,0.9259117396832576,0.15402063879586572,0.8793092194697238,0.1100149198740748,0.18745881290332198,0.035140806535122686
GBM_grid__1_AutoML_20200713_173920_model_78,0.9258772873796348,0.14749870323045733,0.8813630862982302,0.10493158380482323,0.18594496537135488,0.034575530146954365
GBM_grid__1_AutoML_20200713_173920_model_143,0.9256172738175868,0.15121226422656048,0.8808494215096494,0.1136792263552827,0.18539201726472654,0.03437020006548467
