model_id,mean_per_class_error,logloss,rmse,mse
XGBoost_grid__1_AutoML_20200728_124738_model_3,0.7641423324992003,1.7899650071339481,0.8183316480333725,0.6696666861730155
XGBoost_3_AutoML_20200728_124738,0.765244879092761,1.8990850275763385,0.8187900768042157,0.6704171898730534
XGBoost_2_AutoML_20200728_124738,0.7702185366017202,1.8040731935819063,0.8189490894308336,0.6706776110795913
XGBoost_grid__1_AutoML_20200728_124738_model_7,0.7740360343377032,1.8132925823185635,0.8182807529262248,0.6695833906095094
XGBoost_1_AutoML_20200728_124738,0.7808920699966914,1.8401773103529824,0.8170770341750104,0.6676148797762312
XGBoost_grid__1_AutoML_20200728_124738_model_4,0.7815704074048105,1.845944911051379,0.8198376503770369,0.6721337729757408
XGBoost_grid__1_AutoML_20200728_124738_model_1,0.7834287578510941,1.7798510465353967,0.8193657105062018,0.6713601675533328
XGBoost_grid__1_AutoML_20200728_124738_model_2,0.7847168716873467,1.7945306656728588,0.8188392174740262,0.6704976640734756
XGBoost_grid__1_AutoML_20200728_124738_model_5,0.7867237993040304,1.7831902895845284,0.8190501115124932,0.6708430851686276
XGBoost_grid__1_AutoML_20200728_124738_model_6,0.7972547585512926,1.7602992418742005,0.8233565804605336,0.6779160585876631
