,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,CatboostClassifier_STACKER_l0,0.5470455608970973,0.03761768341064453,7.305768728256226,0.03761768341064453,7.305768728256226,0,True
1,weighted_ensemble_k0_l1,0.5470455608970973,0.03961348533630371,9.02299690246582,0.0019958019256591797,1.7172281742095947,1,True
2,NeuralNetClassifier_STACKER_l0,0.5403080956467905,0.14750218391418457,23.183394193649292,0.14750218391418457,23.183394193649292,0,True
3,LightGBMClassifier_STACKER_l0,0.5386266511878196,0.027345895767211914,6.4919140338897705,0.027345895767211914,6.4919140338897705,0,True
4,RandomForestClassifierEntr_STACKER_l0,0.4974176900300809,1.1496891975402832,6.817578077316284,1.1496891975402832,6.817578077316284,0,True
5,RandomForestClassifierGini_STACKER_l0,0.4942242464065436,1.1324682235717773,6.140741586685181,1.1324682235717773,6.140741586685181,0,True
6,LightGBMClassifierCustom_STACKER_l0,0.49367773285096117,0.030083894729614258,14.174512386322021,0.030083894729614258,14.174512386322021,0,True
7,ExtraTreesClassifierEntr_STACKER_l0,0.47400952240666766,1.1467175483703613,5.199534893035889,1.1467175483703613,5.199534893035889,0,True
8,ExtraTreesClassifierGini_STACKER_l0,0.4715184951335701,1.2779619693756104,5.516451358795166,1.2779619693756104,5.516451358795166,0,True
9,KNeighborsClassifierUnif_STACKER_l0,0.4677928411210675,0.6524848937988281,0.10797286033630371,0.6524848937988281,0.10797286033630371,0,True
10,KNeighborsClassifierDist_STACKER_l0,0.4643942329463933,0.6672375202178955,0.11308002471923828,0.6672375202178955,0.11308002471923828,0,True
