,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,CatboostClassifier_STACKER_l0,0.9262864525655223,0.0681447982788086,17.236006498336792,0.0681447982788086,17.236006498336792,0,True
1,weighted_ensemble_k0_l1,0.9251400680858046,0.39115262031555176,63.9410765171051,0.0028831958770751953,2.1765964031219482,1,True
2,LightGBMClassifier_STACKER_l0,0.9220913826340182,0.04513406753540039,2.3091139793395996,0.04513406753540039,2.3091139793395996,0,True
3,ExtraTreesClassifierEntr_STACKER_l0,0.918066527213814,1.1539554595947266,4.524738550186157,1.1539554595947266,4.524738550186157,0,True
4,LightGBMClassifierCustom_STACKER_l0,0.9178676018210903,0.04776167869567871,7.849838972091675,0.04776167869567871,7.849838972091675,0,True
5,ExtraTreesClassifierGini_STACKER_l0,0.9171598785939871,1.151749849319458,5.052286624908447,1.151749849319458,5.052286624908447,0,True
6,RandomForestClassifierEntr_STACKER_l0,0.915809441778434,1.1460442543029785,5.8896331787109375,1.1460442543029785,5.8896331787109375,0,True
7,RandomForestClassifierGini_STACKER_l0,0.9147120708748617,1.1499943733215332,5.736747980117798,1.1499943733215332,5.736747980117798,0,True
8,NeuralNetClassifier_STACKER_l0,0.9037229810098026,0.22722887992858887,34.36952066421509,0.22722887992858887,34.36952066421509,0,True
9,KNeighborsClassifierDist_STACKER_l0,0.599564825068701,0.6873979568481445,0.20745587348937988,0.6873979568481445,0.20745587348937988,0,True
10,KNeighborsClassifierUnif_STACKER_l0,0.597636274147902,0.6879496574401855,0.20305871963500977,0.6879496574401855,0.20305871963500977,0,True
