model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
StackedEnsemble_BestOfFamily_AutoML_20200713_212427,0.9316207045591164,0.3100508589807505,0.8858067481639693,0.135422203895891,0.3056711750415681,0.09343486725129296
StackedEnsemble_AllModels_AutoML_20200713_212427,0.9302122818435185,0.313257391903187,0.8837477655798791,0.1331319644888692,0.30731300777024223,0.09444128474479298
XGBoost_grid__1_AutoML_20200713_212427_model_15,0.9280636299052608,0.3194836299932627,0.8867975084425171,0.13168628191307025,0.3110677877167275,0.09676316855497903
GBM_grid__1_AutoML_20200713_212427_model_7,0.927522119937006,0.3571523616652152,0.8851856730117669,0.14463532532825935,0.3231940654256994,0.10445440392639126
DRF_1_AutoML_20200713_212427,0.927489828058165,0.4173076728530689,0.877587421701292,0.15564188803163612,0.3127051275523889,0.0977844967975558
GBM_grid__1_AutoML_20200713_212427_model_6,0.9270129018475924,0.3207591043929441,0.8811313628254668,0.14112544649732472,0.3137935951382725,0.09846642034980213
GBM_grid__1_AutoML_20200713_212427_model_2,0.9266502392083024,0.3248526912563953,0.8886556741007308,0.1393841690305978,0.31433762597009857,0.09880814310051757
GBM_4_AutoML_20200713_212427,0.9265483955904196,0.3318713520011257,0.8808989542157497,0.1457233132461287,0.3200104533901308,0.10240669027895706
GBM_2_AutoML_20200713_212427,0.9264217120657364,0.32350946464583524,0.8816278728143324,0.14648093040354912,0.31515035543121045,0.09931974652841828
XGBoost_grid__1_AutoML_20200713_212427_model_4,0.9261360531375286,0.3258898242856259,0.8868011240848956,0.14961572664179362,0.3169621347438334,0.10046499486136802
GBM_grid__1_AutoML_20200713_212427_model_4,0.9256168990853948,0.32159414023714983,0.8778975859824583,0.14873639394104993,0.313312598275748,0.09816478423830023
XRT_1_AutoML_20200713_212427,0.9251896526884232,0.4014337476006929,0.8811087281670336,0.14563637357232634,0.3150002994658563,0.09922518866357914
GBM_grid__1_AutoML_20200713_212427_model_8,0.924484199335284,0.3245639534881182,0.882912241605527,0.15019946445160934,0.31440394219820345,0.09884983886977124
GBM_grid__1_AutoML_20200713_212427_model_3,0.9243028680156392,0.3407696418247733,0.8763926647003646,0.15242015211958926,0.3182374447552524,0.10127507124435232
GBM_grid__1_AutoML_20200713_212427_model_5,0.9230857125824063,0.3270444996064504,0.8811085193407223,0.15248970385863111,0.3140451287334024,0.09862434288117927
GBM_1_AutoML_20200713_212427,0.9226162383438736,0.34000770465345176,0.8713355193836347,0.14505263576251062,0.31970029032339264,0.10220827563286153
XGBoost_grid__1_AutoML_20200713_212427_model_2,0.9224970067912306,0.32696282897565354,0.8748070132322675,0.14424285480080878,0.31560145658463146,0.09960427939834102
GBM_3_AutoML_20200713_212427,0.92247961885647,0.3336346535799656,0.8761363165785075,0.1457233132461287,0.3185366567775912,0.10146560171104492
GBM_grid__1_AutoML_20200713_212427_model_1,0.9216996457829291,0.3704765385990522,0.8766023234470852,0.1470820561481253,0.32482565402105656,0.10551170551020712
GLM_1_AutoML_20200713_212427,0.9214115028640412,0.3367137231341724,0.8639802647504315,0.14332874623054415,0.3188934550749254,0.10169303568962344
XGBoost_grid__1_AutoML_20200713_212427_model_11,0.9213320151622792,0.32789244168780945,0.8765803732440904,0.15402232610823244,0.3157952160115112,0.09972661845575699
XGBoost_grid__1_AutoML_20200713_212427_model_6,0.9212997232834379,0.3319001322119186,0.871715607740435,0.1587940722046411,0.3180292356129775,0.10114259470457478
