model_id,mae,mean_residual_deviance,rmse,mse,rmsle
XGBoost_grid__1_AutoML_20200728_112906_model_4,0.3011422584351805,0.3717951139979697,0.609750042228756,0.3717951139979697,0.1804195381354176
XGBoost_grid__1_AutoML_20200728_112906_model_15,0.30482343215610563,0.3626432212920836,0.6021986560032192,0.3626432212920836,0.1776968863124854
XGBoost_grid__1_AutoML_20200728_112906_model_26,0.31182592070287035,0.40296926308364495,0.6347986004109059,0.40296926308364495,0.18700741714891564
XGBoost_grid__1_AutoML_20200728_112906_model_18,0.3121006530277508,0.40234567376022995,0.6343072392462741,0.40234567376022995,0.18847314291655412
XGBoost_grid__1_AutoML_20200728_112906_model_16,0.31231020882572097,0.4065615727658621,0.6376218101397271,0.4065615727658621,0.1885533151400857
XGBoost_grid__1_AutoML_20200728_112906_model_19,0.31417279652099017,0.3755430899288844,0.6128157063333841,0.3755430899288844,0.18551107231841368
XGBoost_grid__1_AutoML_20200728_112906_model_36,0.31694795283460125,0.36909663619895533,0.6075332387606093,0.36909663619895533,0.18402924555017916
XGBoost_grid__1_AutoML_20200728_112906_model_2,0.3187044537866238,0.3817636279869256,0.6178702355567272,0.3817636279869256,0.18604807798910897
XGBoost_grid__1_AutoML_20200728_112906_model_25,0.3192708028345993,0.4100625530647911,0.6403612676175777,0.4100625530647911,0.18765486167161816
XGBoost_grid__1_AutoML_20200728_112906_model_30,0.32337112117981176,0.40833708929299456,0.6390125893071236,0.40833708929299456,0.18770730628092602
XGBoost_grid__1_AutoML_20200728_112906_model_6,0.32537877206335364,0.4216410507688521,0.6493389336616526,0.4216410507688521,0.19610199629880265
XGBoost_grid__1_AutoML_20200728_112906_model_11,0.32608776378262905,0.4188734127007449,0.6472043052242042,0.4188734127007449,0.19847502254945065
XGBoost_grid__1_AutoML_20200728_112906_model_22,0.3273896800795781,0.4339580771997199,0.6587549447250622,0.4339580771997199,0.201495236905034
XGBoost_grid__1_AutoML_20200728_112906_model_8,0.32943011728144184,0.3890925316366826,0.6237728205337922,0.3890925316366826,0.1846178751049297
XGBoost_grid__1_AutoML_20200728_112906_model_21,0.3354940213186225,0.4327285572331258,0.6578210677936104,0.4327285572331258,0.1968164182444275
XGBoost_grid__1_AutoML_20200728_112906_model_27,0.3357288641567083,0.4046412019881108,0.6361141422638793,0.4046412019881108,0.19046002530086328
XGBoost_grid__1_AutoML_20200728_112906_model_34,0.3485100590383884,0.4236240948417336,0.6508641139606128,0.4236240948417336,0.19556645143790108
XGBoost_3_AutoML_20200728_112906,0.35312594527129043,0.4410375435499992,0.6641065754455374,0.4410375435499992,0.1975193947913056
XGBoost_grid__1_AutoML_20200728_112906_model_29,0.3544172415721048,0.43277504067018896,0.6578563982133099,0.43277504067018896,0.19497694090058496
XGBoost_1_AutoML_20200728_112906,0.3616214472147607,0.44856447475372013,0.6697495612195056,0.44856447475372013,0.2014197021807272
XGBoost_grid__1_AutoML_20200728_112906_model_7,0.36520353796863053,0.4116194944716763,0.6415757901227853,0.4116194944716763,0.19961435291895235
XGBoost_grid__1_AutoML_20200728_112906_model_32,0.3677495992982511,0.4372002015648429,0.6612111626136108,0.4372002015648429,0.19985836410485253
XGBoost_grid__1_AutoML_20200728_112906_model_35,0.3720793835434717,0.4549319383363356,0.6744864256130998,0.4549319383363356,0.2110330945100422
XGBoost_grid__1_AutoML_20200728_112906_model_1,0.3744525628298828,0.4556618814710387,0.6750273190553392,0.4556618814710387,0.2103298597254672
XGBoost_grid__1_AutoML_20200728_112906_model_3,0.3757116172424297,0.4519302047580826,0.6722575434742868,0.4519302047580826,0.2057147002711916
XGBoost_grid__1_AutoML_20200728_112906_model_33,0.3778988960170254,0.453774894965959,0.6736281577888197,0.453774894965959,0.21181157968095254
XGBoost_grid__1_AutoML_20200728_112906_model_28,0.37845575847883817,0.44265282897090624,0.6653215981545363,0.44265282897090624,0.2023913478884137
XGBoost_grid__1_AutoML_20200728_112906_model_31,0.3794707776498549,0.4387346849790424,0.662370504309365,0.4387346849790424,0.20375582902913564
XGBoost_grid__1_AutoML_20200728_112906_model_5,0.3808650661682345,0.4575828560844499,0.6764487091305962,0.4575828560844499,0.2191794540439642
XGBoost_grid__1_AutoML_20200728_112906_model_23,0.3860261951832427,0.46962832524353004,0.6852943347522508,0.46962832524353004,0.20977533823186809
XGBoost_grid__1_AutoML_20200728_112906_model_12,0.3894574456300932,0.472006437629641,0.6870272466428395,0.472006437629641,0.22337977576453075
XGBoost_grid__1_AutoML_20200728_112906_model_17,0.3922784827726403,0.485894357038597,0.6970612290456248,0.485894357038597,0.20954966460099686
XGBoost_grid__1_AutoML_20200728_112906_model_20,0.4002877252618062,0.4799950554193141,0.6928167545746236,0.4799950554193141,0.21913472729962613
XGBoost_2_AutoML_20200728_112906,0.40499690904752494,0.4961928045641702,0.7044095432091833,0.4961928045641702,0.21800447386568825
XGBoost_grid__1_AutoML_20200728_112906_model_9,0.4067108568149744,0.5130406148374729,0.7162685354233236,0.5130406148374729,0.2325345326103604
XGBoost_grid__1_AutoML_20200728_112906_model_13,0.4100928351129453,0.5177121808387226,0.7195221892608473,0.5177121808387226,0.2497427937673413
XGBoost_grid__1_AutoML_20200728_112906_model_10,0.4269833514063629,0.515605997481094,0.71805709903955,0.515605997481094,0.2349385739228413
XGBoost_grid__1_AutoML_20200728_112906_model_24,0.4354895102916305,0.5034247594842537,0.7095243191633771,0.5034247594842537,0.23740854451940585
