,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,CatboostClassifier_STACKER_l0,0.5640767679777565,0.038454294204711914,9.652130842208862,0.038454294204711914,9.652130842208862,0,True
1,weighted_ensemble_k0_l1,0.5640767679777565,0.040552377700805664,11.452533483505249,0.00209808349609375,1.8004026412963867,1,True
2,NeuralNetClassifier_STACKER_l0,0.5438552935958505,0.12974786758422852,29.762410879135132,0.12974786758422852,29.762410879135132,0,True
3,LightGBMClassifier_STACKER_l0,0.5365291416354356,0.028570175170898438,6.555444240570068,0.028570175170898438,6.555444240570068,0,True
4,LightGBMClassifierCustom_STACKER_l0,0.5224597030364809,0.03474164009094238,20.809622049331665,0.03474164009094238,20.809622049331665,0,True
5,RandomForestClassifierGini_STACKER_l0,0.5086002468597991,1.136138916015625,6.876590728759766,1.136138916015625,6.876590728759766,0,True
6,RandomForestClassifierEntr_STACKER_l0,0.5058206593371043,1.1463594436645508,6.614735841751099,1.1463594436645508,6.614735841751099,0,True
7,KNeighborsClassifierUnif_STACKER_l0,0.4937454755014728,0.6561057567596436,0.10961127281188965,0.6561057567596436,0.10961127281188965,0,True
8,KNeighborsClassifierDist_STACKER_l0,0.4842225533288455,0.663794755935669,0.1201174259185791,0.663794755935669,0.1201174259185791,0,True
9,ExtraTreesClassifierGini_STACKER_l0,0.4839576486176938,1.2665379047393799,5.370414733886719,1.2665379047393799,5.370414733886719,0,True
10,ExtraTreesClassifierEntr_STACKER_l0,0.48343058456201166,1.1503047943115234,5.525569915771484,1.1503047943115234,5.525569915771484,0,True
