model_id,mae,mean_residual_deviance,rmse,mse,rmsle
XGBoost_grid__1_AutoML_20200728_125722_model_6,2.3503855568747367,9.542137362534351,3.0890350212541056,9.542137362534351,0.7204287650300409
XGBoost_grid__1_AutoML_20200728_125722_model_9,2.3515940973835607,9.20933804078393,3.0346891176500983,9.20933804078393,0.7138480431927416
XGBoost_grid__1_AutoML_20200728_125722_model_11,2.37330051708606,9.691294347399316,3.1130843784580136,9.691294347399316,0.7257860586935725
XGBoost_grid__1_AutoML_20200728_125722_model_10,2.407865991323225,9.46012036915247,3.0757308674772683,9.46012036915247,0.7527882236427067
XGBoost_grid__1_AutoML_20200728_125722_model_1,2.4129903416479785,9.660337596540732,3.1081083630627697,9.660337596540732,0.7507052048840176
XGBoost_grid__1_AutoML_20200728_125722_model_2,2.4417534701285826,10.273376669719315,3.2052108619744986,10.273376669719315,0.7551680964671585
XGBoost_grid__1_AutoML_20200728_125722_model_4,2.4573921609309406,10.885361664235141,3.299297147004971,10.885361664235141,0.7526579096333659
XGBoost_grid__1_AutoML_20200728_125722_model_5,2.5113553268294178,10.567284366604957,3.2507359730690157,10.567284366604957,0.7622835425916826
XGBoost_grid__1_AutoML_20200728_125722_model_7,2.5142622494889846,10.857573858004034,3.2950832854427263,10.857573858004034,
XGBoost_2_AutoML_20200728_125722,2.516339248322672,10.671428507142418,3.26671524733063,10.671428507142418,0.8124084791899391
XGBoost_grid__1_AutoML_20200728_125722_model_8,2.5562246368777366,11.008364666669005,3.3178855716659377,11.008364666669005,0.7838875831705103
XGBoost_grid__1_AutoML_20200728_125722_model_3,2.582978452982441,11.380569923544874,3.373510030153293,11.380569923544874,0.8931751928191822
XGBoost_3_AutoML_20200728_125722,2.594286598024829,11.521352946117258,3.3943118516302033,11.521352946117258,0.7842755582196982
XGBoost_1_AutoML_20200728_125722,2.6588000269666794,12.173977119074818,3.489122686159777,12.173977119074818,
