model_id,mean_per_class_error,logloss,rmse,mse
XGBoost_2_AutoML_20200713_205117,0.7762667270245095,1.7944927244105418,0.8178315004407328,0.6688483631131404
XGBoost_3_AutoML_20200713_205117,0.7784387103347484,1.8868913868717112,0.8186702601350184,0.6702209948295387
XGBoost_1_AutoML_20200713_205117,0.7831873750801573,1.8387212518117844,0.8161800725889535,0.6661499108913095
GLM_1_AutoML_20200713_205117,0.7842630138210516,1.7583027644129818,0.8228279104377322,0.6770457701953246
GBM_5_AutoML_20200713_205117,0.7842845990416851,1.7602004104038254,0.8211806906356055,0.67433772667277
StackedEnsemble_BestOfFamily_AutoML_20200713_205117,0.7863477008006412,1.8086016070659008,0.8216793175772191,0.6751569009341644
XGBoost_grid__1_AutoML_20200713_205117_model_7,0.7868699788207595,1.811252511995218,0.8173587868913702,0.6680753865085324
GBM_4_AutoML_20200713_205117,0.7884329626992163,1.8812556757906769,0.8191344731663434,0.670981285129503
XGBoost_grid__1_AutoML_20200713_205117_model_6,0.7885995666754291,1.7630567752158584,0.8240471559442291,0.6790537152197723
GBM_grid__1_AutoML_20200713_205117_model_6,0.7892866071003669,1.7686423287817603,0.8210375637147302,0.6741026810306197
XGBoost_grid__1_AutoML_20200713_205117_model_1,0.7908215210374386,1.7726236037513072,0.8185565230265958,0.6700347813893899
GBM_grid__1_AutoML_20200713_205117_model_2,0.7911103723200762,1.7676055382793896,0.8210900816461911,0.6741889221777487
GBM_3_AutoML_20200713_205117,0.7911120039076076,1.8873972937146803,0.8196184155160484,0.6717743470530378
GBM_2_AutoML_20200713_205117,0.7913249135685203,1.8794308973170488,0.8196129788423926,0.6717654350869002
GBM_grid__1_AutoML_20200713_205117_model_1,0.7921612683579823,2.067608184825096,0.8282468269865347,0.6859928064132628
XGBoost_grid__1_AutoML_20200713_205117_model_3,0.7962762676958487,1.7890159565410035,0.8184973309274991,0.6699378807354398
GBM_grid__1_AutoML_20200713_205117_model_5,0.7967574611340466,1.8066518606752464,0.8177884979251192,0.6687780273386227
XGBoost_grid__1_AutoML_20200713_205117_model_4,0.7980707779884554,1.8370127969412715,0.8184973254172333,0.6699378717151643
DRF_1_AutoML_20200713_205117,0.7996390770916296,2.3032634968161183,0.8300636718047185,0.6890056992499314
GBM_1_AutoML_20200713_205117,0.7998305515301007,1.985879570465657,0.8233406919270506,0.6778898949829145
GBM_grid__1_AutoML_20200713_205117_model_3,0.8001723857347688,2.027355341869995,0.8225781452427083,0.6766348050309341
GBM_grid__1_AutoML_20200713_205117_model_8,0.8002361874272179,1.7775885368569595,0.8225968449646273,0.676665569345759
XGBoost_grid__1_AutoML_20200713_205117_model_2,0.8025455983734641,1.7904646181360446,0.8187353446329918,0.6703275645513038
XGBoost_grid__1_AutoML_20200713_205117_model_5,0.8035686662315101,1.7859141952410438,0.8194191866832281,0.6714478035046031
GBM_grid__1_AutoML_20200713_205117_model_4,0.80386897899076,1.7695705661287855,0.8213769619085258,0.6746601135540802
XRT_1_AutoML_20200713_205117,0.8092969529766971,2.187661267423937,0.8302408392631909,0.6892998511804477
GBM_grid__1_AutoML_20200713_205117_model_7,0.8125384533689258,1.7810098845170221,0.8224039584059969,0.6763482708018527
StackedEnsemble_AllModels_AutoML_20200713_205117,0.8333333333333334,1.7928424218817018,0.8328737837866894,0.6936787397191571
