model_id,mean_per_class_error,logloss,rmse,mse
XGBoost_3_AutoML_20200713_202241,0.4612352167311611,0.935935679338904,0.5832083863763745,0.3401320219397346
XGBoost_grid__1_AutoML_20200713_202241_model_6,0.4715457240925083,0.914746568896662,0.584737145503182,0.3419175293312095
GBM_1_AutoML_20200713_202241,0.4752598023163905,0.9235845360397222,0.5834823289582998,0.3404516282066016
XGBoost_grid__1_AutoML_20200713_202241_model_1,0.479441076104709,0.9332799551478632,0.5849605121631971,0.34217880079022983
XGBoost_grid__1_AutoML_20200713_202241_model_2,0.4796767542823621,0.9318887103115188,0.5835229207932006,0.34049899909102777
GBM_2_AutoML_20200713_202241,0.4824552163729529,0.9335331492624644,0.5857221983922101,0.34307049368940346
XGBoost_grid__1_AutoML_20200713_202241_model_4,0.4826600413358733,0.9611944035001204,0.5874630992403098,0.3451128929690301
StackedEnsemble_BestOfFamily_AutoML_20200713_202241,0.4838775690032316,0.9198772301234828,0.5868282171469053,0.34436735643981536
XGBoost_grid__1_AutoML_20200713_202241_model_5,0.4853104608956624,0.9340130370949332,0.5851985657480497,0.3424573613535745
XGBoost_grid__1_AutoML_20200713_202241_model_7,0.4870365216903507,0.9380879677585986,0.5847664387800549,0.3419517879235076
GBM_4_AutoML_20200713_202241,0.487122039671219,0.943558662040712,0.5867494833816145,0.3442749562485915
GBM_3_AutoML_20200713_202241,0.4875529244150308,0.9426006661895918,0.5887250817098927,0.3465972218343198
XGBoost_grid__1_AutoML_20200713_202241_model_3,0.4886983542361329,0.9436332417156436,0.5875132513873622,0.34517182055574985
XRT_1_AutoML_20200713_202241,0.4897983237208504,1.4006950413624613,0.599556680113396,0.3594682126685971
XGBoost_1_AutoML_20200713_202241,0.49061504683909996,0.9767548926610428,0.5896344348650925,0.34766876677867703
GBM_grid__1_AutoML_20200713_202241_model_3,0.4912365633911907,0.9985651412733481,0.5942318681848066,0.3531115131664054
GBM_grid__1_AutoML_20200713_202241_model_5,0.491732090350919,0.9384045220628592,0.5871307954971176,0.3447225710210781
GBM_5_AutoML_20200713_202241,0.4942469568355754,0.9438584016998388,0.5965374280564821,0.35585690307224266
GBM_grid__1_AutoML_20200713_202241_model_2,0.4949589800934248,0.9292153014334626,0.5933219683780855,0.3520309581600459
XGBoost_2_AutoML_20200713_202241,0.4995373496243714,0.945624068263749,0.5874267560887839,0.3450701937689917
GBM_grid__1_AutoML_20200713_202241_model_6,0.5012254606270062,0.9294567626000187,0.5943437547669554,0.3532444988304828
DRF_1_AutoML_20200713_202241,0.5036347993172418,1.5918580431180007,0.6036904738067119,0.3644421881649724
GBM_grid__1_AutoML_20200713_202241_model_1,0.5055827591019518,1.1185496846247545,0.6118190657765661,0.3743225692477101
GBM_grid__1_AutoML_20200713_202241_model_4,0.5063590106087071,0.9383268045615452,0.5978721334532792,0.3574510879599756
GBM_grid__1_AutoML_20200713_202241_model_7,0.5082586291845729,0.9860039302918092,0.6008033845644356,0.3609647069040811
GLM_1_AutoML_20200713_202241,0.511856336212854,0.9628845528300616,0.6047299618073446,0.3656983267075125
GBM_grid__1_AutoML_20200713_202241_model_8,0.5160404908736326,0.9457016361651458,0.5985678119963183,0.3582834255580598
StackedEnsemble_AllModels_AutoML_20200713_202241,0.5269398578589356,0.9338617933956054,0.5927349934105897,0.3513347724134518
