,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,weighted_ensemble_k0_l1,0.554744407804114,0.08631515502929688,33.11025595664978,0.002023935317993164,2.0033199787139893,1,True
1,CatboostClassifier_STACKER_l0,0.5526965869251156,0.04197883605957031,9.108138799667358,0.04197883605957031,9.108138799667358,0,True
2,LightGBMClassifier_STACKER_l0,0.5503646040834553,0.029560565948486328,7.035265684127808,0.029560565948486328,7.035265684127808,0,True
3,NeuralNetClassifier_STACKER_l0,0.549888464192812,0.1778106689453125,25.505902528762817,0.1778106689453125,25.505902528762817,0,True
4,LightGBMClassifierCustom_STACKER_l0,0.523160471275033,0.0423123836517334,21.998797178268433,0.0423123836517334,21.998797178268433,0,True
5,KNeighborsClassifierUnif_STACKER_l0,0.49866191036060625,0.6547393798828125,0.1112971305847168,0.6547393798828125,0.1112971305847168,0,True
6,KNeighborsClassifierDist_STACKER_l0,0.49126258277162455,0.657921314239502,0.11241388320922852,0.657921314239502,0.11241388320922852,0,True
7,RandomForestClassifierEntr_STACKER_l0,0.4898235701164901,1.1593234539031982,6.715261936187744,1.1593234539031982,6.715261936187744,0,True
8,RandomForestClassifierGini_STACKER_l0,0.4896730580276838,1.1518957614898682,6.710089921951294,1.1518957614898682,6.710089921951294,0,True
9,ExtraTreesClassifierEntr_STACKER_l0,0.47323425703810074,1.1341893672943115,5.457577228546143,1.1341893672943115,5.457577228546143,0,True
10,ExtraTreesClassifierGini_STACKER_l0,0.47188056430667613,1.2818124294281006,5.32722806930542,1.2818124294281006,5.32722806930542,0,True
