model_id,mae,mean_residual_deviance,rmse,mse,rmsle
DeepLearning_grid__2_AutoML_20200720_144451_model_1,2.2396598742308043,8.787844196125102,2.9644298264801447,8.787844196125102,0.6790822699090854
DeepLearning_grid__3_AutoML_20200720_144451_model_1,2.265801499713663,9.71886219082494,3.117508972052036,9.71886219082494,0.6733597465242575
DeepLearning_grid__1_AutoML_20200720_144451_model_9,2.2684512117874167,8.72396260932763,2.9536354902607114,8.72396260932763,0.6859541071038842
DeepLearning_grid__2_AutoML_20200720_144451_model_7,2.2737777179743737,8.925815431154136,2.9876103211687663,8.925815431154136,0.7149618569747891
DeepLearning_grid__1_AutoML_20200720_144451_model_7,2.280587396856515,9.249139020671796,3.041239717725618,9.249139020671796,
DeepLearning_grid__1_AutoML_20200720_144451_model_1,2.2910240993288347,9.725629123721337,3.1185940940945387,9.725629123721337,
DeepLearning_grid__1_AutoML_20200720_144451_model_2,2.2950237839782384,10.028017593259332,3.1667045320426297,10.028017593259332,0.7141515853654545
DeepLearning_grid__2_AutoML_20200720_144451_model_3,2.309112519646425,10.320264363690614,3.212516826989489,10.320264363690614,0.7566007088396619
DeepLearning_grid__2_AutoML_20200720_144451_model_6,2.3109722859583908,10.61486211659752,3.258045751151681,10.61486211659752,0.7160237412241169
DeepLearning_grid__1_AutoML_20200720_144451_model_10,2.318592941645034,10.251726298888238,3.2018317099573235,10.251726298888238,
DeepLearning_grid__1_AutoML_20200720_144451_model_3,2.3280572039745344,10.518593996960467,3.2432381961491,10.518593996960467,0.708861158113641
DeepLearning_grid__1_AutoML_20200720_144451_model_5,2.3351044302396486,10.506001156018128,3.241296215407985,10.506001156018128,
DeepLearning_grid__3_AutoML_20200720_144451_model_3,2.3376150874857298,9.987008092138476,3.1602227915351917,9.987008092138476,0.7482815587242152
DeepLearning_1_AutoML_20200720_144451,2.337761936327496,9.375857230136418,3.0620021603742247,9.375857230136418,
DeepLearning_grid__3_AutoML_20200720_144451_model_2,2.338630363945401,10.072375820673134,3.1737006507660945,10.072375820673134,0.6825893569948226
DeepLearning_grid__2_AutoML_20200720_144451_model_5,2.3590322340726027,10.390143466047835,3.2233745463485683,10.390143466047835,0.7747515549634479
DeepLearning_grid__2_AutoML_20200720_144451_model_2,2.3620689872320018,9.791188067475316,3.1290874176787256,9.791188067475316,0.7231657584926359
DeepLearning_grid__1_AutoML_20200720_144451_model_13,2.36921674491324,10.792322447355874,3.2851670349246893,10.792322447355874,
DeepLearning_grid__1_AutoML_20200720_144451_model_15,2.3898710724610663,11.176133292879493,3.3430724330889827,11.176133292879493,
DeepLearning_grid__1_AutoML_20200720_144451_model_6,2.400187399944336,11.087716062419586,3.329822226849293,11.087716062419586,
DeepLearning_grid__2_AutoML_20200720_144451_model_9,2.443053865309312,10.390346220727563,3.2234059968808713,10.390346220727563,0.7164937599067157
DeepLearning_grid__1_AutoML_20200720_144451_model_14,2.444330093648835,12.058906694383984,3.4725936552358068,12.058906694383984,0.7663302786893791
DeepLearning_grid__1_AutoML_20200720_144451_model_12,2.492428741681106,12.211365303765536,3.4944763990854963,12.211365303765536,
DeepLearning_grid__1_AutoML_20200720_144451_model_4,2.5068932757621782,11.755889391984244,3.4286862486941327,11.755889391984244,
DeepLearning_grid__1_AutoML_20200720_144451_model_16,2.5480020926960782,12.908779426292305,3.5928789885400128,12.908779426292305,
DeepLearning_grid__2_AutoML_20200720_144451_model_4,2.5527482679004843,12.253969241732385,3.500566988608043,12.253969241732385,0.8384662652732344
DeepLearning_grid__1_AutoML_20200720_144451_model_11,2.579550728015409,13.065443316502344,3.6146152376846894,13.065443316502344,0.9670712604639048
DeepLearning_grid__1_AutoML_20200720_144451_model_8,2.6956002147786493,14.36311731087307,3.7898703554175928,14.36311731087307,
DeepLearning_grid__1_AutoML_20200720_144451_model_17,2.6979090009803732,14.794241763534146,3.8463283483777277,14.794241763534146,0.9618096584894562
DeepLearning_grid__2_AutoML_20200720_144451_model_8,2.832088400074809,14.310322497150727,3.782898689781518,14.310322497150727,
DeepLearning_grid__3_AutoML_20200720_144451_model_4,2.8324750043232263,14.106400128197787,3.7558487893148462,14.106400128197787,
