,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,CatboostClassifier_STACKER_l0,0.9229335329428352,0.05818057060241699,15.406198978424072,0.05818057060241699,15.406198978424072,0,True
1,weighted_ensemble_k0_l1,0.9214820844012279,0.14948058128356934,27.264053106307983,0.0028333663940429688,2.147706985473633,1,True
2,RandomForestClassifierGini_STACKER_l0,0.921159091679869,1.1495943069458008,5.7662341594696045,1.1495943069458008,5.7662341594696045,0,True
3,LightGBMClassifier_STACKER_l0,0.9210654237906749,0.044097900390625,2.235563278198242,0.044097900390625,2.235563278198242,0,True
4,LightGBMClassifierCustom_STACKER_l0,0.9186647803891741,0.044368743896484375,7.474583864212036,0.044368743896484375,7.474583864212036,0,True
5,ExtraTreesClassifierGini_STACKER_l0,0.9184830969834096,1.3217628002166748,4.673747301101685,1.3217628002166748,4.673747301101685,0,True
6,RandomForestClassifierEntr_STACKER_l0,0.918188769866071,1.1610112190246582,5.8945231437683105,1.1610112190246582,5.8945231437683105,0,True
7,ExtraTreesClassifierEntr_STACKER_l0,0.9179576281998486,1.1553521156311035,4.564812183380127,1.1553521156311035,4.564812183380127,0,True
8,NeuralNetClassifier_STACKER_l0,0.905397854359352,0.20387840270996094,40.523171186447144,0.20387840270996094,40.523171186447144,0,True
9,KNeighborsClassifierDist_STACKER_l0,0.610628640733581,0.6829321384429932,0.20847821235656738,0.6829321384429932,0.20847821235656738,0,True
10,KNeighborsClassifierUnif_STACKER_l0,0.6060300318632319,0.6800174713134766,0.20099163055419922,0.6800174713134766,0.20099163055419922,0,True
