model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
DeepLearning_grid__1_AutoML_20200720_171146_model_3,0.91701000149276,0.495070037394951,0.8480703521887218,0.14969896004378766,0.3386570082057644,0.11468856920687917
DeepLearning_grid__1_AutoML_20200720_171146_model_1,0.9143155694879832,0.4610308386126545,0.8401403773244698,0.1566825894412101,0.33482565362626443,0.1121082183262552
DeepLearning_grid__3_AutoML_20200720_171146_model_2,0.9132631736080012,0.7312274343049315,0.8549721744628819,0.14579041648007166,0.3421347852287788,0.1170562112635426
DeepLearning_grid__1_AutoML_20200720_171146_model_2,0.9115614270786684,0.5151382387585317,0.8354334629019182,0.1567821067821068,0.3425002970236609,0.1173064534612959
DeepLearning_grid__2_AutoML_20200720_171146_model_1,0.9114594218042494,0.4625081530007892,0.8431472722293989,0.15916305916305915,0.3454176340626879,0.11931334192146495
DeepLearning_grid__2_AutoML_20200720_171146_model_2,0.9105339105339104,0.8578642573020129,0.8478598789692791,0.1542618301238991,0.3496519065758133,0.12225645577210127
DeepLearning_1_AutoML_20200720_171146,0.9089192416778624,0.3984853987600454,0.8144970403341703,0.15670249290938945,0.3366976884160961,0.11336533338474256
DeepLearning_grid__1_AutoML_20200720_171146_model_4,0.8873289545703339,1.2215827507577741,0.8085047903495524,0.18440065681444992,0.3967391026057055,0.15740191553638055
DeepLearning_grid__1_AutoML_20200720_171146_model_5,0.8794795243071105,0.7290648133815776,0.7689103109864369,0.18535353535353533,0.3881130065137266,0.150631705825124
DeepLearning_grid__3_AutoML_20200720_171146_model_3,0.8599368064885307,1.2579554303768663,0.7471193267010731,0.21459919390953872,0.4593247329702058,0.2109792103181508
DeepLearning_grid__2_AutoML_20200720_171146_model_3,0.8337164750957855,0.8129246732312528,0.7345895742333449,0.24471562919838785,0.4440357420895313,0.1971677402530008
DeepLearning_grid__3_AutoML_20200720_171146_model_1,0.7781559436731851,1.6273127339576283,0.7469187010466628,0.22094591232522265,0.3936452728221742,0.15495660081524398
