model_id,mean_per_class_error,logloss,rmse,mse
XGBoost_grid__1_AutoML_20200728_125217_model_4,0.7624130945563232,1.8443778820046863,0.8175605271810021,0.6684052156044782
XGBoost_grid__1_AutoML_20200728_125217_model_6,0.7655720787429753,1.7523223120319609,0.8213954956135203,0.6746905602141806
XGBoost_grid__1_AutoML_20200728_125217_model_1,0.768106381056246,1.7751050004701714,0.8172154813393445,0.6678411429406965
XGBoost_grid__1_AutoML_20200728_125217_model_5,0.769312916413499,1.7780816874600354,0.8173549267892891,0.6680690763467241
XGBoost_1_AutoML_20200728_125217,0.769708937076838,1.8398443107030875,0.8163701869050062,0.6664602820673147
XGBoost_grid__1_AutoML_20200728_125217_model_2,0.7763304158223026,1.790042203443638,0.8174625608157304,0.6682450383354118
XGBoost_3_AutoML_20200728_125217,0.7766074072242161,1.8952145342288134,0.8181316261156517,0.6693393576506406
XGBoost_2_AutoML_20200728_125217,0.7777403481454864,1.7993031900238907,0.8168389045750188,0.6672257960273168
XGBoost_grid__1_AutoML_20200728_125217_model_7,0.7798663775260405,1.8061491414064,0.8162512527215009,0.6662661075694195
XGBoost_grid__1_AutoML_20200728_125217_model_3,0.7849000235831939,1.793214666830655,0.8184093632475126,0.6697938858511989
