model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
DeepLearning_grid__2_AutoML_20200720_015058_model_7,0.834018452544076,0.4902829999085618,0.6913240804306681,0.2396135927651411,0.3971661713115517,0.1577409676342768
DeepLearning_grid__1_AutoML_20200720_015058_model_7,0.8300493285831735,0.5060093006576418,0.7133495457409957,0.2384397551840687,0.4020673683176627,0.16165816866589106
DeepLearning_grid__3_AutoML_20200720_015058_model_7,0.8293916141408605,0.4846440862451422,0.7126205999465073,0.2417602996254681,0.3978268963595981,0.1582662394671104
DeepLearning_grid__1_AutoML_20200720_015058_model_32,0.8211564812277337,0.5388844663579365,0.6966232475643186,0.2537407508906549,0.4121674466762497,0.1698820040996191
DeepLearning_grid__1_AutoML_20200720_015058_model_3,0.8206083858591395,0.5119217565961423,0.7105940330093099,0.24121677171827896,0.4062238295665359,0.16501779970770206
DeepLearning_grid__1_AutoML_20200720_015058_model_1,0.8176029962546816,0.5652083102908011,0.6890477084525345,0.2598383118662647,0.4214254060045971,0.1775993728261395
DeepLearning_grid__1_AutoML_20200720_015058_model_30,0.8170549008860875,0.5439326164171161,0.7090204141416636,0.25818489083767243,0.414931282190356,0.17216796894013284
DeepLearning_grid__1_AutoML_20200720_015058_model_2,0.8155019640084041,0.6023871394415905,0.667536976361166,0.2519731433269389,0.4276336994387048,0.1828705808956325
DeepLearning_grid__1_AutoML_20200720_015058_model_27,0.8139809993605555,0.5698844876587562,0.6867873730237819,0.2554078743034621,0.4213138619060514,0.17750537023419136
DeepLearning_grid__1_AutoML_20200720_015058_model_15,0.8126518680917146,0.5719464964505033,0.6940261655083055,0.2608111811455193,0.4210582787720577,0.17729007412248785
DeepLearning_grid__1_AutoML_20200720_015058_model_14,0.8125102767881611,0.5320946348877497,0.6998519753846324,0.2709600803873207,0.415320934012795,0.17249147822926045
DeepLearning_grid__2_AutoML_20200720_015058_model_3,0.8113181693614689,0.5567169878196839,0.6920315877681307,0.2623641180232027,0.41795864531134186,0.17468942919049205
DeepLearning_grid__1_AutoML_20200720_015058_model_18,0.8113181693614689,0.5544771737984171,0.6799231153985585,0.26145519320361743,0.4212083217397788,0.177416450302841
DeepLearning_grid__3_AutoML_20200720_015058_model_2,0.811021284370147,0.5199019063506648,0.6640974530134158,0.261025851831552,0.4111226763259143,0.1690218549893825
DeepLearning_grid__1_AutoML_20200720_015058_model_33,0.8093313236503151,0.5408416564538647,0.6899393233973234,0.2568831643372613,0.41506012475688775,0.17227490716320326
DeepLearning_grid__2_AutoML_20200720_015058_model_18,0.8092080021923815,0.5255701119692129,0.6860589113910304,0.25271763953594595,0.41560112061941773,0.17272429146011592
DeepLearning_grid__3_AutoML_20200720_015058_model_9,0.8088563076642002,0.5176567092487979,0.6670423099882088,0.2643829359641911,0.41039453978053597,0.16842367828167798
DeepLearning_grid__3_AutoML_20200720_015058_model_3,0.8088197679729606,0.5642573874077442,0.6760517034356436,0.2588289028957705,0.42569168470449614,0.18121341042655212
DeepLearning_grid__3_AutoML_20200720_015058_model_1,0.808509180597424,0.508299574041705,0.6810187445102177,0.2612907645930392,0.4134769329460749,0.1709631740784929
DeepLearning_grid__2_AutoML_20200720_015058_model_17,0.8079519503060201,0.5902213620787188,0.6590924601172725,0.24508084406686764,0.430678970233742,0.18548437540159649
DeepLearning_grid__1_AutoML_20200720_015058_model_25,0.8063624737370969,0.5634517956172358,0.6737517824427334,0.27006485795195034,0.42315743048865945,0.17906221097776467
DeepLearning_grid__2_AutoML_20200720_015058_model_1,0.8057641362930483,0.5216082886354849,0.6743665604612658,0.2652918607837764,0.4126344840826092,0.17026721745412102
DeepLearning_grid__3_AutoML_20200720_015058_model_4,0.8049328583173472,0.7519957243183338,0.6650966070527292,0.2623641180232027,0.4526217451383357,0.20486644417207248
DeepLearning_grid__2_AutoML_20200720_015058_model_12,0.8025897506166072,0.6229286659270433,0.6607399688728225,0.2637526262903078,0.4257752530701627,0.18128456612696106
DeepLearning_grid__3_AutoML_20200720_015058_model_15,0.8019411710971043,0.5848410559255101,0.6377452018531441,0.25550835845437103,0.4218229499811122,0.17793460113076787
DeepLearning_grid__1_AutoML_20200720_015058_model_4,0.8009043573581802,0.7502126278553071,0.6638380626966229,0.2489814561066959,0.44828788755739546,0.20096203013067204
DeepLearning_grid__1_AutoML_20200720_015058_model_22,0.8002101032246277,0.5515632135278418,0.6948769484209192,0.2574266922444505,0.4186101013452774,0.1752344169483034
DeepLearning_grid__2_AutoML_20200720_015058_model_6,0.7998218690052069,0.5497987613037921,0.6752251553050603,0.25807070430254864,0.41917704026284797,0.1757093910835213
DeepLearning_grid__1_AutoML_20200720_015058_model_10,0.7993742577875218,0.5486438445178266,0.6781241528318303,0.27728601443317796,0.4236598839242247,0.1794876972466875
DeepLearning_grid__1_AutoML_20200720_015058_model_9,0.7992235315611582,0.5855231012477792,0.6674585036638615,0.2659998173015438,0.4275122298675378,0.18276670668631445
DeepLearning_1_AutoML_20200720_015058,0.7988170274961177,0.5377868382288571,0.6511519821772838,0.2576916050059377,0.4218988042909002,0.17799860106209134
DeepLearning_grid__1_AutoML_20200720_015058_model_5,0.7983511464328126,0.5781742706109758,0.6959706000796725,0.26866264730063033,0.4254134140303847,0.1809765728369875
DeepLearning_grid__2_AutoML_20200720_015058_model_2,0.7975198684571115,0.5235390343807407,0.6640687145312582,0.27236229103864074,0.4169317438466842,0.17383207902703707
