,model,score_val,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer
0,weighted_ensemble_k0_l1,-0.2475965365228806,1.5873847007751465,24.269927263259888,0.0022563934326171875,0.5661704540252686,1,True
1,LightGBMRegressorCustom_STACKER_l0,-0.26069852618817085,0.03907179832458496,1.6065962314605713,0.03907179832458496,1.6065962314605713,0,True
2,RandomForestRegressorMSE_STACKER_l0,-0.2711078231292517,0.6320977210998535,4.341879367828369,0.6320977210998535,4.341879367828369,0,True
3,ExtraTreesRegressorMSE_STACKER_l0,-0.2737445578231293,0.770247220993042,3.253063201904297,0.770247220993042,3.253063201904297,0,True
4,CatboostRegressor_STACKER_l0,-0.2816980490722637,0.04082012176513672,2.82163405418396,0.04082012176513672,2.82163405418396,0,True
5,LightGBMRegressor_STACKER_l0,-0.36332769451169594,0.03406858444213867,0.7886207103729248,0.03406858444213867,0.7886207103729248,0,True
6,NeuralNetRegressor_STACKER_l0,-0.4314680872948803,0.10289144515991211,11.680583953857422,0.10289144515991211,11.680583953857422,0,True
7,KNeighborsRegressorDist_STACKER_l0,-0.6044419488311747,0.6581356525421143,0.11169719696044922,0.6581356525421143,0.11169719696044922,0,True
8,KNeighborsRegressorUnif_STACKER_l0,-0.6618163265306123,0.6587464809417725,0.11366581916809082,0.6587464809417725,0.11366581916809082,0,True
